"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-25 ~ 2025-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3113","경기도 안양시 동안구 비산동","1109-4","1109","0004","샛별한양6(고층1109-4)","35.1000","202504","29","33,800","609","5","개인","개인","1993","달안로 78","-","중개거래","경기 안양시 동안구","25.05.20"
"3114","경상남도 창원시 성산구 상남동","44-1","0044","0001","대동","49.9500","202504","29","20,500","102","18","개인","개인","1994","동산로 115","-","중개거래","경남 창원시 성산구","25.05.20"
"3115","경상남도 고성군 고성읍 수남리","486","0486","0000","코아루더파크","84.9900","202504","29","22,300","103동","6","개인","법인","2016","남포로 10","-","직거래","-","25.05.20"
"3116","인천광역시 서구 마전동","925","0925","0000","서해","59.6700","202504","29","13,300","4단지 비동","5","개인","개인","1992","검단로487번안길 16","-","중개거래","인천 서구","25.05.19"
"3117","부산광역시 사하구 당리동","39-18","0039","0018","당리형제","59.9100","202504","29","9,000","101","16","개인","개인","1998","제석로95번길 21","-","중개거래","부산 사하구","25.05.20"
"3118","전라남도 순천시 조례동","840","0840","0000","대림2차","84.8750","202504","29","13,000","-","15","개인","개인","1994","봉화2길 128","20250523","중개거래","전남 순천시","-"
"3119","경기도 동두천시 생연동","715-1","0715","0001","부영아파트(5단지)","59.8404","202504","29","14,500","509","7","개인","개인","2004","동두천로 185","-","중개거래","경기 동두천시","25.05.20"
"3120","충청남도 서산시 동문동","1259","1259","0000","서산동문동한라비발디","84.9500","202504","29","27,800","101","14","개인","개인","2006","고운로 276","-","중개거래","충남 서산시","25.05.20"
"3121","광주광역시 북구 일곡동","849-2","0849","0002","청솔","48.4500","202504","29","10,500","101","10","개인","개인","2000","일곡로 80","-","중개거래","광주 북구","25.05.20"
"3122","경상북도 경주시 현곡면 금장리","399-2","0399","0002","삼성강변타운","59.9400","202504","29","14,700","104","10","개인","개인","1996","금장5길 20-11","-","중개거래","경북 경주시","25.05.20"
"3123","충청북도 충주시 대소원면 본리","645","0645","0000","충주코아루퍼스트아파트","59.3554","202504","29","13,500","107동","3","개인","개인","2016","첨단산업4로 24","-","중개거래","충북 충주시","25.05.16"
"3124","경기도 안성시 공도읍 진사리","36-1","0036","0001","주은청설","39.7500","202504","29","8,400","102","6","개인","개인","2000","진사길 32","-","중개거래","경기 안성시","25.05.15"
"3125","경기도 용인시 수지구 죽전동","1300","1300","0000","꽃메마을금강펜테리움","59.9994","202504","29","59,800","702","7","개인","개인","2004","죽전로27번길 14-33","-","중개거래","경기 용인시 수지구","25.05.19"
"3126","전라남도 여수시 학동","391","0391","0000","e편한세상여수더퍼스트","59.9973","202504","29","37,700","106동","10","개인","개인","2021","학동북4길 7","-","중개거래","전남 여수시","25.05.20"
"3127","충청북도 충주시 교현동","1083","1083","0000","남산주공1","38.5200","202504","29","6,000","109","5","개인","개인","1986","남산4길 28","-","중개거래","충북 충주시","25.05.16"
"3128","경상남도 양산시 주진동","697","0697","0000","양산롯데캐슬","84.9770","202504","29","28,000","102동","20","개인","개인","2016","진등길 26","-","중개거래","경남 양산시","25.05.20"
"3129","울산광역시 울주군 삼남읍 교동리","1678","1678","0000","경동우신알프스타운","45.1429","202504","29","6,600","114","2","개인","개인","2015","작괘들길 41","-","중개거래","울산 울주군","25.05.20"
"3130","경기도 성남시 분당구 야탑동","334","0334","0000","장미마을(현대)","84.9700","202504","29","116,500","837","14","개인","개인","1993","장미로 101","-","중개거래","경기 성남시 분당구","25.09.05"
"3131","인천광역시 남동구 논현동","564-1","0564","0001","주공1단지","59.1300","202504","29","23,700","107","11","개인","개인","1998","호구포로 294","-","중개거래","인천 남동구","25.09.05"
"3132","서울특별시 강서구 등촌동","695","0695","0000","주공5","58.1400","202504","29","75,800","501","12","개인","개인","1995","공항대로39길 74","-","중개거래","서울 강서구","25.07.29"
"3133","경기도 수원시 팔달구 화서동","650","0650","0000","화서주공5단지","49.9900","202504","29","42,400","501","2","개인","개인","1997","덕영대로697번길 48","-","중개거래","경기 수원시 팔달구","25.07.28"
"3134","서울특별시 양천구 목동","933","0933","0000","삼익","59.8700","202504","29","104,000","102","7","개인","개인","1997","목동동로12길 45","-","중개거래","서울 양천구","25.07.29"
"3135","경기도 안양시 동안구 평촌동","898-2","0898","0002","초원마을대림","84.9200","202504","29","82,000","-","1","개인","개인","1993","귀인로 237","20250630","중개거래","경기 안양시 동안구","-"
"3136","경기도 성남시 분당구 수내동","73","0073","0000","푸른마을(신성)","59.7800","202504","29","99,800","316","3","개인","개인","1992","수내로 206","-","중개거래","경기 성남시 분당구","25.07.29"
"3137","경기도 의정부시 장암동","20","0020","0000","동아","59.9250","202504","29","31,800","116","16","개인","개인","1997","장곡로 240","-","중개거래","경기 의정부시","25.07.30"
"3138","충청남도 계룡시 엄사면 엄사리","282","0282","0000","성원","58.3200","202504","29","9,000","11","1","개인","개인","1997","엄사중앙로 66","-","중개거래","충남 계룡시","25.07.29"
"3139","경기도 오산시 금암동","496","0496","0000","죽미마을휴튼9단지","74.8900","202504","29","37,700","901","7","개인","개인","2011","수청로 165","-","중개거래","경기 오산시","25.07.28"
"3140","강원특별자치도 원주시 문막읍 건등리","1743","1743","0000","서원주코아루아너스","131.5530","202504","29","28,700","107동","14","개인","개인","2018","원문로 1700","-","중개거래","강원 원주시","25.07.29"
"3141","경기도 시흥시 배곧동","245","0245","0000","한라비발디캠퍼스2차","69.8608","202504","29","47,000","205동","32","개인","개인","2018","배곧1로 27-16","-","중개거래","경기 시흥시","25.07.25"
"3142","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","59.9900","202504","29","40,000","109","8","개인","개인","1999","영통로514번길 53","-","중개거래","경기 수원시 영통구","25.07.28"
"3143","세종특별자치시  한솔동","947","0947","0000","첫마을3단지(퍼스트프라임)","84.9100","202504","29","75,000","301","19","개인","개인","2011","나리1로 16","-","중개거래","세종","25.07.28"
"3144","충청남도 보령시 동대동","1979","1979","0000","동대센트럴파크","84.7738","202504","29","33,000","105동","19","개인","개인","2017","한내로터리길 165","-","직거래","-","25.07.25"
"3145","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","152.6520","202504","29","105,500","105","34","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","25.07.25"
"3146","경기도 파주시 조리읍 대원리","992-1","0992","0001","한라비발디(992-1)","84.9100","202504","29","22,700","107","8","개인","개인","2000","능안로 37","-","중개거래","경기 파주시","25.07.28"
"3147","경기도 고양시 덕양구 토당동","352","0352","0000","능곡현대홈타운1","84.5579","202504","29","51,000","103","5","개인","개인","2002","능곡로 30-11","-","중개거래","경기 고양시 덕양구","25.07.28"
"3148","경기도 시흥시 정왕동","1869","1869","0000","주공3","59.6700","202504","29","22,700","316","9","개인","개인","1997","정왕대로117번길 31","-","중개거래","경기 시흥시","25.07.25"
"3149","경기도 평택시 지산동","1093","1093","0000","한양청솔","59.6500","202504","29","15,500","4","4","개인","개인","1996","지산2로 27","-","중개거래","경기 평택시","25.07.25"
"3150","경기도 성남시 분당구 수내동","71","0071","0000","푸른마을(벽산)","101.8200","202504","29","155,000","-","5","개인","개인","1992","수내로 206","20250730","중개거래","경기 성남시 분당구, 서울 서대문구","-"
"3151","인천광역시 연수구 송도동","4-1","0004","0001","더샵퍼스트월드","116.1250","202504","29","85,000","6","13","개인","개인","2009","해돋이로 107","-","중개거래","인천 연수구","25.07.25"
"3152","경기도 용인시 수지구 상현동","99","0099","0000","벽산블루밍","84.9600","202504","29","68,000","106","13","개인","개인","1998","수지로 68","-","중개거래","경기 용인시 수지구","25.07.25"
"3153","인천광역시 남동구 논현동","600-9","0600","0009","주공13단지(푸르내마을)","59.5700","202504","29","30,200","1309","7","개인","개인","2006","포구로 98","-","중개거래","인천 남동구","25.07.25"
"3154","서울특별시 양천구 목동","965","0965","0000","목동롯데캐슬마에스트로","59.9840","202504","29","104,000","102","2","개인","개인","2019","목동중앙북로8길 71","-","중개거래","서울 양천구","25.07.28"
"3155","서울특별시 양천구 신정동","311","0311","0000","목동신시가지10","53.8200","202504","29","148,000","1016","15","개인","개인","1987","목동서로 400","-","중개거래","서울 양천구","25.07.25"
"3156","경기도 구리시 인창동","716","0716","0000","e편한세상인창어반포레","84.9960","202504","29","107,750","105","17","개인","개인","2021","건원대로33번길 9","-","중개거래","경기 구리시","25.07.28"
"3157","세종특별자치시  도담동","653","0653","0000","도램마을11단지(반도유보라)","84.9891","202504","29","64,000","1101동","18","개인","개인","2017","보듬4로 9","-","중개거래","세종","25.07.25"
"3158","강원특별자치도 춘천시 석사동","813","0813","0000","현대","99.9210","202504","29","28,900","305","7","개인","개인","1998","퇴계로 220-20","-","중개거래","강원 춘천시","25.07.28"
"3159","경기도 화성시 병점구 기산동","464","0464","0000","삼성래미안1차","84.9870","202504","29","34,250","104","13","개인","개인","2003","동탄지성로 333","-","중개거래","경기 화성시","25.08.13"
"3160","경기도 화성시 병점구 기산동","476","0476","0000","에스케이뷰파크2차","59.9889","202504","29","44,000","211동","1","개인","개인","2017","동탄지성로 256","-","중개거래","경기 화성시","25.06.09"
"3161","경기도 수원시 영통구 이의동","1344","1344","0000","자연앤힐스테이트","84.2800","202504","29","143,000","-","5","개인","개인","2012","도청로 65","20250903","중개거래","경기 수원시 영통구","-"
"3162","서울특별시 동대문구 장안동","587","0587","0000","동대문더퍼스트데시앙","84.9375","202504","29","103,200","204동","16","개인","개인","2019","장한로27가길 37","-","중개거래","서울 동대문구","25.07.25"
"3163","경기도 수원시 장안구 조원동","881","0881","0000","한일타운대림","134.9580","202504","29","62,000","138","1","개인","개인","1999","경수대로976번길 22","-","중개거래","경기 수원시 장안구","25.07.25"
"3164","경기도 용인시 수지구 동천동","932","0932","0000","래미안이스트팰리스3단지","84.9900","202504","29","101,000","1308","4","개인","개인","2010","동천로135번길 21","-","중개거래","경기 용인시 수지구","25.07.24"
"3165","경기도 남양주시 다산동","6029","6029","0000","다산롯데캐슬","84.9700","202504","29","90,000","2210동","20","개인","개인","2017","다산중앙로146번길 7","-","중개거래","경기 남양주시","25.07.25"
"3166","경기도 안양시 동안구 호계동","1075","1075","0000","무궁화태영","84.9000","202504","29","63,700","607","5","개인","개인","1992","경수대로610번길 37","-","중개거래","경기 안양시 동안구","25.07.24"
"3167","부산광역시 수영구 남천동","613","0613","0000","남천자이","74.9957","202504","29","101,800","102","25","개인","개인","2023","남천동로 46","-","중개거래","부산 남구, 부산 연제구","25.07.24"
